IMG_FNAME;IDX_POLY;ID_POLY;SATELITE;BEAM_MODE;RESULT_BASENAME;COMPOSITE_BASENAME;TARGET_TILE_WIDTH;TARGET_TILE_HEIGHT;CLIPPED_WIDTH;CLIPPED_HEIGHT;GRID_COLS;GRID_ROWS;COMPOSITE_WIDTH;COMPOSITE_HEIGHT;PAD_LEFT;PAD_RIGHT;PAD_TOP;PAD_BOTTOM;IS_COMPOSITE;PANEL_INDEX;PANEL_ROW;PANEL_COL;PANEL_COUNT;POLYS_IN_PANEL;POLYS_IN_GROUP;CENTR_KM_LAT;CENTR_KM_LON;UTM_ZONE;AREA_KM2;PERIM_KM;COMPLEX_MEAS;SPREAD;SHP_FACT;HU_MOM1;HU_MOM2;HU_MOM3;HU_MOM4;HU_MOM5;HU_MOM6;HU_MOM7;CIRCULARITY;PERI_AREA_RATIO;FG_STD;FG_VAR;FG_MIN;FG_MAX;FG_MEAN;FG_MEDIAN;FG_VAR_COEF;BG_STD;BG_VAR;BG_MIN;BG_MAX;BG_MEAN;BG_MEDIAN;BG_VAR_COEF;FG_DARK_INTENS;FG_BG_KS_STAT;FG_BG_KS_RES;FG_BG_MW_STAT;FG_BG_MW_RES;FG_BG_RAT_ARI;FG_BG_RAT_QUA;AREA_KM_DS;PERIM_KM_DS;CLASSE
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;0;OS03000GXS1;SENTINEL-1;IW;IMG_01_WIN_001;IMG_01_WIN_001;800;600;800;600;1;1;800;600;0;0;0;0;0;1;1;1;2;1;1;19.378354518621073;-92.03514190820677;15Q;1.3408266240441802;29.890669524289763;666.3442600173679;1.3618420730654393;53.02599139133764;2.789984914943119;6.021730151320097;8.619279173703035;8.640628060812503;17.270753508929175;11.654389708469756;18.82149416518056;0.01885867616542782;22.29271778191128;5.06432559267773;25.647393708650647;4;37;18.181869054280916;18.0;0.27853712825444293;20.689995991078817;428.0759341108576;15;255;44.01531856249338;41.0;0.4700635293983607;25.83344950821246;0.9067227050779774;DIFF;66743705.0;DIFF;2.4208357474739364;2.576858910318829;1.34082662404;29.8906695243;SEEPAGE SLICK
01 S1A_IW_GRDH_1SDV_20200117T001541_8b.tif;1;SP00100GXS1;SENTINEL-1;IW;IMG_01_WIN_002;IMG_01_WIN_002;800;600;800;600;1;1;800;600;0;0;0;0;0;2;1;1;2;1;1;19.295759963650884;-92.20346495316124;15Q;0.09457973672169068;2.717161303613173;78.06075387562005;0.9191274374272502;6.211877420392379;2.751366107069917;5.644126242352653;9.806323126499;10.748793069363439;-21.02834753771804;-13.573147017248653;22.04560518203797;0.16098192741492218;28.728789038699304;4.461743544263218;19.907155454774504;12;35;22.46031746031746;22.0;0.19865006592832704;44.00115200478911;1936.101377748557;15;255;54.65982905982906;43.0;0.8049998099450097;32.199511599511595;0.839133089133089;DIFF;143143.0;DIFF;2.4336178309323184;3.064290672098974;0.0945797367217;2.71716130361;OIL SPILL
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;0;OS03001GXS1;SENTINEL-1;IW;IMG_02_WIN_006;IMG_02_WIN_006;800;600;800;600;1;1;800;600;0;0;0;0;0;6;1;1;9;2;2;19.408238947841863;-92.09811868995673;15Q;11.725072387852121;138.68753857842475;1640.4362140117678;0.5258813751313831;130.54176614346358;1.8319745550639566;4.016107035472987;5.849382671701325;6.345339049160085;12.445711721471875;8.643678987267128;-13.373167311699195;0.007660383565678237;11.828288473691076;7.461295099064634;55.67092455532592;2;45;15.476071657069738;15.0;0.482118154037894;22.688533792950246;514.7695656738452;7;255;47.424082063474174;44.0;0.47841798524604146;31.948010406404435;0.9043287736110912;DIFF;15113070336.0;DIFF;3.0643488292334204;3.059927103020041;11.7250723879;138.687538578;SEEPAGE SLICK
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;1;OS03002GXS1;SENTINEL-1;IW;IMG_02_WIN_003;IMG_02_WIN_003;800;600;800;600;1;1;800;600;0;0;0;0;0;3;1;1;9;1;1;19.54447328230484;-92.8980755424068;15Q;0.12065092166218506;3.878978478448782;124.71080891033722;1.6748340359873142;9.924170847534478;2.625549778727128;5.340055571141625;8.74469025571676;9.354083633991191;18.542564336076314;12.612446226087147;-18.566041050406334;0.10076408552039752;32.15042558323488;13.428222368352438;180.31715597392076;30;93;62.75155279503105;65.0;0.21399028024396147;26.004218432276613;676.2193762735546;47;200;116.59735682819384;113.0;0.2230257969792044;53.845804033162786;0.8811256737899144;DIFF;359545.0;DIFF;1.858079228876493;1.8615837608248416;0.120650921662;3.87897847845;SEEPAGE SLICK
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;2;OS03003GXS1;SENTINEL-1;IW;IMG_02_WIN_009;IMG_02_WIN_009;800;600;800;600;1;1;800;600;0;0;0;0;0;9;1;1;9;1;1;19.283619499530186;-92.98353218604805;15Q;0.09607133466250674;2.8242629997456343;83.02644612727694;1.0530450339282063;6.607034654254537;2.9925967554761392;6.409999246950998;10.460116170539463;10.550643277119496;21.057574537744646;13.909121332241607;22.1297944254498;0.1513538300205614;29.39756181869559;15.60623042571735;243.55442810058594;16;99;56.41015625;56.0;0.2766563942236439;26.571935567830213;706.0677598209203;61;216;112.4226618705036;108.0;0.23635746677513875;56.0125056205036;0.8820537320143885;DIFF;140368.5;DIFF;1.9929507263242796;1.9737215928931406;0.0960713346626;2.82426299975;SEEPAGE SLICK
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;3;SP00101GXS1;SENTINEL-1;IW;IMG_02_WIN_007;IMG_02_WIN_007;800;600;800;600;1;1;800;600;0;0;0;0;0;7;1;1;9;7;7;19.394136501783272;-92.04909251351864;15Q;0.6815985680057243;9.492618641207917;132.2036355373494;0.645822402590602;10.520431045244258;2.9194282742774282;6.233288840911827;10.74425477157842;10.027899287653742;-20.604116100810295;13.159266685745312;-20.53099352165907;0.09505313952435894;13.926993228554135;6.760517638699951;45.70459874317316;3;40;15.523390203632362;15.0;0.4355052311393962;52.34785294124691;2740.297707558413;13;255;59.034813925570226;43.0;0.8867285159439295;43.51142372193787;0.89795037442605;DIFF;4493122.0;DIFF;3.802958835097536;4.659990080379287;0.681598568006;9.49261864122;OIL SPILL
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;4;SP00102GXS1;SENTINEL-1;IW;IMG_02_WIN_007;IMG_02_WIN_007;800;600;800;600;1;1;800;600;0;0;0;0;0;7;1;1;9;7;7;19.34728609391036;-92.05198983656707;15Q;0.06528965537083373;1.5818752868015442;38.32658341938976;0.7070335916038974;3.0499326015098784;2.9291981522730746;6.074080161281883;10.224567356187961;10.939738384244464;21.967172160310348;-14.587227025035267;21.55179703315893;0.32787609782096394;24.228574615944463;5.374912240770413;28.88968159598362;7;32;19.563218390804597;20.0;0.2747458078419659;9.515388920455061;90.54262630751893;20;72;40.18725099601593;39.0;0.2367763080236166;20.624032605211337;0.8880569675321701;DIFF;43126.0;DIFF;2.05422493340387;2.0355917534102077;0.0652896553708;1.5818752868;OIL SPILL
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;5;SP00103GXS1;SENTINEL-1;IW;IMG_02_WIN_007;IMG_02_WIN_007;800;600;800;600;1;1;800;600;0;0;0;0;0;7;1;1;9;7;7;19.36411511888792;-92.00920344388186;15Q;0.1508298680663965;3.6765073090802156;89.6155792417062;0.6217622650800123;7.131381207180493;2.854497523143132;6.127770737292662;9.733505968770126;10.147482651970138;20.09694594930197;-13.692442391109946;-20.784451482001465;0.1402252902976373;24.375194092603646;6.3427553189456995;40.230545036013964;6;36;18.20149253731343;18.0;0.34847446196749643;17.583339414316118;309.17382495904263;15;255;39.07180020811654;36.0;0.45002634433679;20.87030767080311;0.8002754179156247;DIFF;374218.5;DIFF;2.14662616969562;2.222881425783123;0.150829868066;3.67650730908;OIL SPILL
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;6;SP00104GXS1;SENTINEL-1;IW;IMG_02_WIN_007;IMG_02_WIN_007;800;600;800;600;1;1;800;600;0;0;0;0;0;7;1;1;9;7;7;19.361711997081365;-92.0371409455546;15Q;0.05853093109529504;1.4685794396327103;36.84762108090387;0.5506076951849187;2.9322405181014894;3.0679182604793893;6.683318538745831;9.734455756650156;10.101057489595913;20.021164235841912;13.442949337230754;21.002819964540794;0.34103614414531747;25.09065569522028;7.255422035635651;52.64114891518737;4;32;16.78846153846154;17.0;0.4321671773803595;6.856183920188581;47.00725794745246;19;61;34.45783132530121;33.5;0.1989731697117665;17.669369786839667;0.8459221501390176;DIFF;25229.0;DIFF;2.0524710525952607;1.9209902254203193;0.0585309310952;1.46857943963;OIL SPILL
02 S1A_IW_GRDH_1SDV_20200210T001540_8b.tif;7;SP00105GXS1;SENTINEL-1;IW;IMG_02_WIN_007;IMG_02_WIN_007;800;600;800;600;1;1;800;600;0;0;0;0;0;7;1;1;9;7;7;19.337615266544102;-92.01420861422702;15Q;0.11257717481113018;4.766008738996285;201.77126791729725;0.746759034454011;16.05644733147851;1.8119726520465016;3.6437670553330124;6.5865768894746015;6.591068033019498;13.179891824502942;8.418161038779436;-15.786303904490792;0.062280277782215857;42.335480056167505;4.633112704579216;21.465733333333336;11;39;22.26;23.0;0.20813624009789827;9.33828705725189;87.20360516363816;15;91;38.726933647428346;38.0;0.24113158925176087;16.466933647428345;0.8151511582253632;DIFF;1468422.5;DIFF;1.7397544316005544;1.7520702619769553;0.112577174811;4.76600873899;OIL SPILL
